user_id,decision_id,timestamp,task_difficulty,risk_level,reward_value,time_pressure,decision_time,chosen_option,is_correct
U08,29,2026-01-27 03:52:14.343836,0.82,0.46,0.36,0.49,4.41,A,1
U08,30,2026-01-27 03:53:14.343836,0.11,0.09,0.72,0.42,3.7,C,0
U08,31,2026-01-27 03:54:14.343836,0.45,0.75,0.65,0.62,4.08,C,0
U08,32,2026-01-27 03:55:14.343836,0.25,0.03,0.74,0.11,3.88,C,1
U08,33,2026-01-27 03:56:14.343836,0.17,0.86,0.23,0.84,3.15,A,0
U08,34,2026-01-27 03:57:14.343836,0.22,0.36,0.07,0.76,2.45,B,1
U08,35,2026-01-27 03:58:14.343836,0.9,0.23,0.81,0.06,5.54,C,0
U08,36,2026-01-27 03:59:14.343836,0.56,0.11,0.45,0.46,4.44,B,0
U08,37,2026-01-27 04:00:14.343836,0.38,0.98,0.11,0.42,3.74,C,0
U08,38,2026-01-27 04:01:14.343836,0.97,0.83,0.7,0.84,4.56,B,0
U08,39,2026-01-27 04:02:14.343836,0.73,0.3,0.83,0.28,4.88,B,1
U08,40,2026-01-27 04:03:14.343836,0.05,0.57,0.28,0.82,3.3,A,1
U09,1,2026-01-27 04:04:14.343836,0.74,0.05,0.9,0.85,2.99,C,0
U09,2,2026-01-27 04:05:14.343836,0.63,0.53,0.84,0.29,3.91,C,0
U09,3,2026-01-27 04:06:14.343836,1.0,0.86,0.52,0.06,4.43,A,1
U09,4,2026-01-27 04:07:14.343836,0.53,0.03,0.87,0.06,3.82,A,0
U09,5,2026-01-27 04:08:14.343836,0.69,0.08,0.91,0.46,2.94,B,1
U09,6,2026-01-27 04:09:14.343836,0.61,0.63,0.59,0.7,2.21,C,1
U09,7,2026-01-27 04:10:14.343836,0.13,0.23,0.79,0.97,0.85,A,0
U09,8,2026-01-27 04:11:14.343836,0.51,0.63,0.07,0.25,2.66,B,1
U09,9,2026-01-27 04:12:14.343836,0.05,0.14,0.28,0.97,0.95,C,1
U09,10,2026-01-27 04:13:14.343836,0.45,0.47,0.59,0.54,1.66,A,0
U09,11,2026-01-27 04:14:14.343836,0.22,0.04,0.11,0.34,2.46,C,1
U09,12,2026-01-27 04:15:14.343836,0.04,0.28,0.82,0.28,2.6,A,0
U09,13,2026-01-27 04:16:14.343836,0.35,0.51,0.87,0.49,2.19,C,1
U09,14,2026-01-27 04:17:14.343836,0.41,0.91,0.71,0.61,2.05,A,1
U09,15,2026-01-27 04:18:14.343836,0.72,0.95,0.72,0.86,2.39,A,0
U09,16,2026-01-27 04:19:14.343836,0.46,0.37,0.12,0.42,2.91,A,0
U09,17,2026-01-27 04:20:14.343836,0.4,0.32,0.75,0.41,3.12,A,0
U09,18,2026-01-27 04:21:14.343836,0.01,0.64,0.91,0.61,2.03,B,0
U09,19,2026-01-27 04:22:14.343836,0.12,0.9,0.07,0.53,1.16,A,1
U09,20,2026-01-27 04:23:14.343836,0.4,0.91,0.81,0.22,2.62,A,0
U09,21,2026-01-27 04:24:14.343836,0.07,0.39,0.85,0.4,1.96,B,0
U09,22,2026-01-27 04:25:14.343836,0.45,0.8,0.82,0.86,1.68,C,0
U09,23,2026-01-27 04:26:14.343836,0.1,0.89,0.01,0.37,2.01,B,1
U09,24,2026-01-27 04:27:14.343836,0.17,0.43,0.14,0.89,1.26,C,1
U09,25,2026-01-27 04:28:14.343836,0.03,0.65,0.64,0.34,1.88,B,1
U09,26,2026-01-27 04:29:14.343836,0.85,0.53,0.84,0.58,2.94,C,0
U09,27,2026-01-27 04:30:14.343836,0.69,0.14,0.49,0.03,3.95,C,1
U09,28,2026-01-27 04:31:14.343836,0.21,0.93,0.41,0.4,2.23,A,1
U09,29,2026-01-27 04:32:14.343836,0.46,0.29,0.9,0.12,3.11,B,0
U09,30,2026-01-27 04:33:14.343836,0.83,0.98,0.29,0.96,2.7,A,0
U09,31,2026-01-27 04:34:14.343836,0.97,0.77,0.98,0.48,3.12,C,0
U09,32,2026-01-27 04:35:14.343836,0.44,0.3,0.26,0.19,3.04,B,1
U09,33,2026-01-27 04:36:14.343836,0.68,0.24,0.83,0.54,3.05,A,0
U09,34,2026-01-27 04:37:14.343836,0.63,0.49,0.4,0.99,1.69,B,0
U09,35,2026-01-27 04:38:14.343836,0.57,0.62,0.2,0.4,2.93,C,0
U09,36,2026-01-27 04:39:14.343836,0.13,0.59,0.6,0.35,1.91,B,1
U09,37,2026-01-27 04:40:14.343836,0.13,0.79,0.12,0.79,1.72,A,0
U09,38,2026-01-27 04:41:14.343836,0.95,0.51,0.09,0.75,3.02,C,0
U09,39,2026-01-27 04:42:14.343836,0.38,0.29,0.2,0.76,2.1,B,1
U09,40,2026-01-27 04:43:14.343836,0.73,0.89,0.46,0.44,2.22,C,0
U10,1,2026-01-27 04:44:14.343836,0.96,0.2,0.11,0.85,4.32,C,0
U10,2,2026-01-27 04:45:14.343836,0.31,0.26,0.03,0.97,2.31,C,1
U10,3,2026-01-27 04:46:14.343836,0.02,0.48,0.69,0.72,1.87,B,1
U10,4,2026-01-27 04:47:14.343836,0.33,0.73,0.53,0.79,2.86,B,0
U10,5,2026-01-27 04:48:14.343836,0.68,0.83,0.29,0.01,4.84,A,0
U10,6,2026-01-27 04:49:14.343836,0.01,0.94,0.82,0.81,2.22,C,0
U10,7,2026-01-27 04:50:14.343836,0.61,0.09,0.49,0.08,3.68,C,1
U10,8,2026-01-27 04:51:14.343836,0.55,0.63,0.58,0.7,2.62,C,1
U10,9,2026-01-27 04:52:14.343836,0.52,0.3,0.08,0.5,3.78,B,1
U10,10,2026-01-27 04:53:14.343836,0.71,0.67,0.21,0.86,3.72,C,0
U10,11,2026-01-27 04:54:14.343836,0.93,0.41,0.91,0.32,3.98,A,0
U10,12,2026-01-27 04:55:14.343836,0.03,0.21,0.42,0.76,2.1,C,1
U10,13,2026-01-27 04:56:14.343836,0.5,0.45,0.59,0.62,3.37,B,1
U10,14,2026-01-27 04:57:14.343836,0.82,0.8,0.55,0.52,3.89,C,1
U10,15,2026-01-27 04:58:14.343836,0.72,0.4,0.16,0.88,3.56,A,1
U10,16,2026-01-27 04:59:14.343836,0.32,0.0,0.51,0.05,4.11,B,1
U10,17,2026-01-27 05:00:14.343836,0.9,0.58,0.47,0.34,4.58,B,0
U10,18,2026-01-27 05:01:14.343836,0.89,0.43,0.91,0.38,4.02,A,0
U10,19,2026-01-27 05:02:14.343836,0.12,0.04,0.56,0.93,2.24,A,1
U10,20,2026-01-27 05:03:14.343836,0.71,0.67,0.97,0.76,3.87,C,0
U10,21,2026-01-27 05:04:14.343836,0.94,0.27,0.48,0.63,3.19,C,0
U10,22,2026-01-27 05:05:14.343836,0.46,0.21,0.37,0.37,3.57,A,1
U10,23,2026-01-27 05:06:14.343836,0.19,0.55,0.42,0.72,2.89,B,0
U10,24,2026-01-27 05:07:14.343836,0.22,0.68,0.61,0.3,3.08,C,1
U10,25,2026-01-27 05:08:14.343836,0.13,0.74,0.97,0.05,3.26,A,0
U10,26,2026-01-27 05:09:14.343836,0.29,0.37,0.06,0.11,4.41,C,1
U10,27,2026-01-27 05:10:14.343836,0.84,0.01,0.38,0.34,4.3,A,1
U10,28,2026-01-27 05:11:14.343836,0.91,0.27,0.72,0.88,2.66,B,1
U10,29,2026-01-27 05:12:14.343836,0.68,0.31,0.77,0.77,3.59,A,1
U10,30,2026-01-27 05:13:14.343836,0.08,0.38,0.37,0.18,3.11,A,1
U10,31,2026-01-27 05:14:14.343836,0.34,0.74,0.22,0.64,3.65,A,0
U10,32,2026-01-27 05:15:14.343836,0.97,0.85,0.02,0.9,4.56,A,0
U10,33,2026-01-27 05:16:14.343836,0.29,0.21,0.15,0.9,2.58,A,0
U10,34,2026-01-27 05:17:14.343836,0.75,0.47,0.06,0.96,3.34,A,0
U10,35,2026-01-27 05:18:14.343836,0.53,0.65,0.64,0.56,3.17,C,0
U10,36,2026-01-27 05:19:14.343836,0.14,0.62,0.78,0.58,2.89,A,1
U10,37,2026-01-27 05:20:14.343836,0.53,0.91,0.16,0.64,3.81,C,0
U10,38,2026-01-27 05:21:14.343836,0.71,0.06,0.15,0.01,4.26,C,0
U10,39,2026-01-27 05:22:14.343836,0.04,0.42,0.3,0.76,2.35,B,0
U10,40,2026-01-27 05:23:14.343836,0.27,0.81,0.46,0.55,2.89,B,1
U11,1,2026-01-27 05:24:14.343836,0.86,0.48,0.9,0.67,2.95,A,0
U11,2,2026-01-27 05:25:14.343836,0.2,0.95,0.99,0.71,2.75,A,0
U11,3,2026-01-27 05:26:14.343836,0.22,0.46,0.92,0.18,3.03,C,0
U11,4,2026-01-27 05:27:14.343836,0.52,0.98,0.76,0.16,4.51,C,0
U11,5,2026-01-27 05:28:14.343836,0.23,0.46,0.78,0.96,2.43,A,0
U11,6,2026-01-27 05:29:14.343836,0.01,0.36,0.93,0.23,3.02,B,1
U11,7,2026-01-27 05:30:14.343836,0.32,0.85,0.73,0.1,3.51,A,0
U11,8,2026-01-27 05:31:14.343836,0.0,0.9,0.15,0.99,1.67,A,0
U11,9,2026-01-27 05:32:14.343836,0.04,0.76,0.37,0.39,2.78,C,0
U11,10,2026-01-27 05:33:14.343836,0.28,0.62,0.99,0.39,3.21,B,0
U11,11,2026-01-27 05:34:14.343836,0.66,0.24,0.19,0.92,3.12,A,1
U11,12,2026-01-27 05:35:14.343836,0.23,0.96,0.15,0.68,2.24,A,1
U11,13,2026-01-27 05:36:14.343836,0.72,0.56,0.43,0.33,4.06,C,0
U11,14,2026-01-27 05:37:14.343836,0.95,0.89,0.42,0.78,3.97,C,0
U11,15,2026-01-27 05:38:14.343836,0.54,0.2,0.26,0.3,3.66,C,0
U11,16,2026-01-27 05:39:14.343836,0.07,0.94,0.51,0.41,2.74,C,0
U11,17,2026-01-27 05:40:14.343836,0.33,0.69,0.77,0.65,2.15,A,1
U11,18,2026-01-27 05:41:14.343836,0.39,0.55,0.53,0.59,3.21,B,1
U11,19,2026-01-27 05:42:14.343836,0.05,0.97,0.23,0.3,2.42,C,1
U11,20,2026-01-27 05:43:14.343836,0.19,0.31,0.73,0.64,2.3,A,1
U11,21,2026-01-27 05:44:14.343836,0.42,0.3,0.33,0.71,2.77,C,1
U11,22,2026-01-27 05:45:14.343836,1.0,0.41,0.22,0.76,4.22,A,0
U11,23,2026-01-27 05:46:14.343836,0.38,0.41,0.75,0.02,3.97,B,1
U11,24,2026-01-27 05:47:14.343836,0.48,0.36,0.95,0.63,2.5,A,1
U11,25,2026-01-27 05:48:14.343836,0.1,0.51,0.51,0.37,3.27,A,1
U11,26,2026-01-27 05:49:14.343836,0.12,0.13,0.85,0.34,3.31,A,1
U11,27,2026-01-27 05:50:14.343836,0.2,0.35,0.34,0.98,2.28,C,0
U11,28,2026-01-27 05:51:14.343836,0.44,0.55,0.31,0.48,3.64,B,0
U11,29,2026-01-27 05:52:14.343836,0.02,0.78,0.12,0.8,2.45,C,1
U11,30,2026-01-27 05:53:14.343836,0.5,0.71,0.53,0.54,3.52,A,0
U11,31,2026-01-27 05:54:14.343836,0.72,0.86,0.18,0.8,2.56,B,1
U11,32,2026-01-27 05:55:14.343836,0.81,0.68,0.63,0.32,4.76,A,0
U11,33,2026-01-27 05:56:14.343836,0.8,0.25,0.62,0.57,3.95,C,1
U11,34,2026-01-27 05:57:14.343836,0.19,0.41,0.93,0.43,2.66,A,0
U11,35,2026-01-27 05:58:14.343836,0.07,0.78,0.29,0.43,2.22,C,1
U11,36,2026-01-27 05:59:14.343836,0.38,0.98,0.78,0.73,3.34,C,1
U11,37,2026-01-27 06:00:14.343836,0.42,0.75,0.1,0.28,3.4,B,0
U11,38,2026-01-27 06:01:14.343836,0.45,0.98,0.1,0.55,2.59,A,0
U11,39,2026-01-27 06:02:14.343836,0.74,0.7,0.42,0.35,3.54,A,1
U11,40,2026-01-27 06:03:14.343836,0.74,0.63,0.55,0.69,3.37,C,1
U12,1,2026-01-27 06:04:14.343836,0.08,0.95,0.3,0.09,2.41,B,0
U12,2,2026-01-27 06:05:14.343836,0.64,0.7,0.37,0.56,2.7,B,0
U12,3,2026-01-27 06:06:14.343836,0.31,0.27,0.6,0.87,1.28,B,1
U12,4,2026-01-27 06:07:14.343836,0.63,0.37,0.05,0.63,2.18,C,1
U12,5,2026-01-27 06:08:14.343836,0.25,0.45,0.96,0.4,1.48,B,0
U12,6,2026-01-27 06:09:14.343836,0.1,0.01,0.43,0.09,1.96,C,0
U12,7,2026-01-27 06:10:14.343836,0.81,0.86,0.82,0.51,2.68,B,0
U12,8,2026-01-27 06:11:14.343836,0.71,0.09,0.2,0.88,1.23,C,0
U12,9,2026-01-27 06:12:14.343836,0.03,0.36,0.02,0.08,1.58,B,1
U12,10,2026-01-27 06:13:14.343836,0.61,0.67,0.08,0.95,1.8,B,0
U12,11,2026-01-27 06:14:14.343836,0.38,0.49,0.28,0.79,1.45,C,1
U12,12,2026-01-27 06:15:14.343836,0.52,0.07,0.37,0.92,0.4,A,0
U12,13,2026-01-27 06:16:14.343836,0.33,0.87,0.92,0.86,1.51,B,0
U12,14,2026-01-27 06:17:14.343836,0.43,0.44,0.65,0.94,1.09,B,1
U12,15,2026-01-27 06:18:14.343836,0.5,0.79,0.6,0.2,1.76,C,0
U12,16,2026-01-27 06:19:14.343836,0.28,0.71,0.01,0.41,2.33,A,0
U12,17,2026-01-27 06:20:14.343836,0.16,0.07,0.19,0.66,1.11,C,0
U12,18,2026-01-27 06:21:14.343836,0.81,0.01,0.92,0.44,2.74,A,0
U12,19,2026-01-27 06:22:14.343836,0.36,0.35,0.83,0.79,1.48,B,0
U12,20,2026-01-27 06:23:14.343836,0.35,0.51,0.94,0.88,1.02,A,1
U12,21,2026-01-27 06:24:14.343836,0.08,0.83,0.35,0.52,1.22,C,1
U12,22,2026-01-27 06:25:14.343836,0.41,0.01,0.3,0.46,1.96,B,1
U12,23,2026-01-27 06:26:14.343836,0.38,0.49,0.43,0.74,1.43,B,0
U12,24,2026-01-27 06:27:14.343836,0.16,0.08,0.02,0.17,2.25,B,0
U12,25,2026-01-27 06:28:14.343836,0.12,0.63,0.58,0.12,1.53,C,1
U12,26,2026-01-27 06:29:14.343836,0.39,0.23,0.22,0.96,0.67,A,0
U12,27,2026-01-27 06:30:14.343836,0.41,0.75,0.87,0.68,2.14,B,1
U12,28,2026-01-27 06:31:14.343836,0.41,0.87,0.63,0.53,1.55,A,1
U12,29,2026-01-27 06:32:14.343836,0.5,0.93,0.44,0.98,0.84,C,0
U12,30,2026-01-27 06:33:14.343836,0.2,0.51,0.42,0.02,2.13,A,0
U12,31,2026-01-27 06:34:14.343836,0.67,0.41,0.89,0.22,3.0,A,0
U12,32,2026-01-27 06:35:14.343836,0.54,0.84,0.82,0.84,1.68,C,0
U12,33,2026-01-27 06:36:14.343836,0.29,0.53,0.51,0.82,0.91,B,1
U12,34,2026-01-27 06:37:14.343836,0.39,0.8,0.9,0.2,1.19,B,1
U12,35,2026-01-27 06:38:14.343836,0.48,0.18,0.74,0.85,1.56,A,1
U12,36,2026-01-27 06:39:14.343836,0.8,0.43,1.0,0.56,2.51,C,1
U12,37,2026-01-27 06:40:14.343836,0.07,0.73,0.61,0.71,0.3,C,1
U12,38,2026-01-27 06:41:14.343836,0.71,0.01,0.22,0.66,1.6,C,0
U12,39,2026-01-27 06:42:14.343836,0.8,0.77,0.55,0.07,3.42,A,0
U12,40,2026-01-27 06:43:14.343836,0.35,0.68,0.76,0.01,2.99,A,1
U13,1,2026-01-27 06:44:14.343836,0.66,0.35,0.39,0.16,4.0,B,0
U13,2,2026-01-27 06:45:14.343836,0.89,0.58,0.63,0.16,3.62,A,0
U13,3,2026-01-27 06:46:14.343836,0.71,0.39,0.59,0.19,4.22,B,0
U13,4,2026-01-27 06:47:14.343836,0.51,0.19,0.08,0.7,2.74,B,1
U13,5,2026-01-27 06:48:14.343836,0.45,0.96,0.43,0.55,3.61,A,0
U13,6,2026-01-27 06:49:14.343836,0.32,0.27,0.19,0.69,2.48,C,1
U13,7,2026-01-27 06:50:14.343836,0.26,0.66,0.81,0.78,1.74,A,1
U13,8,2026-01-27 06:51:14.343836,0.75,0.15,0.22,0.46,3.69,A,1
U13,9,2026-01-27 06:52:14.343836,0.88,0.24,0.56,0.04,3.87,C,0
U13,10,2026-01-27 06:53:14.343836,0.51,0.74,0.44,0.67,3.15,C,1
U13,11,2026-01-27 06:54:14.343836,0.81,0.71,0.97,0.83,3.29,C,1
U13,12,2026-01-27 06:55:14.343836,0.24,0.04,0.41,0.13,3.36,C,1
U13,13,2026-01-27 06:56:14.343836,0.85,0.41,0.01,0.08,3.83,C,1
U13,14,2026-01-27 06:57:14.343836,0.01,0.94,0.41,0.4,2.51,A,1
U13,15,2026-01-27 06:58:14.343836,0.64,0.73,0.68,0.14,4.39,C,0
U13,16,2026-01-27 06:59:14.343836,0.93,0.34,0.53,0.21,4.95,B,0
U13,17,2026-01-27 07:00:14.343836,0.65,0.8,0.72,0.59,3.04,C,0
U13,18,2026-01-27 07:01:14.343836,0.86,0.11,0.93,0.63,3.18,C,1
U13,19,2026-01-27 07:02:14.343836,0.7,0.65,0.28,0.16,4.31,B,1
U13,20,2026-01-27 07:03:14.343836,0.46,0.67,0.84,0.17,3.99,A,1
U13,21,2026-01-27 07:04:14.343836,0.61,0.7,0.84,0.8,2.69,B,0
U13,22,2026-01-27 07:05:14.343836,0.88,0.58,0.83,0.64,3.68,C,1
U13,23,2026-01-27 07:06:14.343836,0.59,0.35,0.05,0.03,3.47,C,0
U13,24,2026-01-27 07:07:14.343836,0.88,0.66,0.21,0.86,3.07,C,0
U13,25,2026-01-27 07:08:14.343836,0.74,0.29,0.8,1.0,2.75,C,0
U13,26,2026-01-27 07:09:14.343836,0.78,0.13,0.35,0.44,3.59,A,1
U13,27,2026-01-27 07:10:14.343836,0.85,0.94,0.09,0.39,3.72,B,0
U13,28,2026-01-27 07:11:14.343836,0.07,0.44,0.53,0.99,0.71,C,1
U13,29,2026-01-27 07:12:14.343836,0.8,0.33,0.3,0.23,3.76,A,1
U13,30,2026-01-27 07:13:14.343836,0.3,0.98,0.17,0.9,1.69,B,0
U13,31,2026-01-27 07:14:14.343836,0.86,0.15,0.08,0.48,3.89,A,0
U13,32,2026-01-27 07:15:14.343836,0.48,0.78,0.3,0.31,2.43,B,1
U13,33,2026-01-27 07:16:14.343836,0.88,0.44,0.98,0.4,3.42,B,0
U13,34,2026-01-27 07:17:14.343836,0.73,0.57,0.67,0.78,3.34,C,0
U13,35,2026-01-27 07:18:14.343836,0.04,0.13,0.56,0.77,0.58,B,0
U13,36,2026-01-27 07:19:14.343836,0.84,0.36,0.86,0.41,4.52,C,1
U13,37,2026-01-27 07:20:14.343836,0.76,0.13,0.2,0.95,2.86,B,0
U13,38,2026-01-27 07:21:14.343836,0.87,0.4,0.97,0.93,2.5,C,0
U13,39,2026-01-27 07:22:14.343836,0.14,0.57,0.19,0.28,2.28,B,0
U13,40,2026-01-27 07:23:14.343836,0.6,0.58,0.56,0.37,3.1,C,0
U14,1,2026-01-27 07:24:14.343836,0.89,0.34,0.73,0.57,6.24,A,0
U14,2,2026-01-27 07:25:14.343836,0.62,0.6,0.05,0.38,5.91,A,1
U14,3,2026-01-27 07:26:14.343836,0.55,0.2,0.29,0.24,5.35,A,0
U14,4,2026-01-27 07:27:14.343836,0.47,0.47,0.76,0.15,5.09,B,0
U14,5,2026-01-27 07:28:14.343836,0.51,0.7,0.94,0.38,4.69,B,0
U14,6,2026-01-27 07:29:14.343836,0.2,0.34,0.51,0.62,4.54,B,0
U14,7,2026-01-27 07:30:14.343836,0.77,0.12,0.63,0.28,5.14,A,1
U14,8,2026-01-27 07:31:14.343836,0.77,0.91,0.19,0.92,4.76,C,0
U14,9,2026-01-27 07:32:14.343836,0.8,0.39,0.75,0.13,5.44,A,0
U14,10,2026-01-27 07:33:14.343836,0.84,0.93,0.37,0.32,5.81,C,0
U14,11,2026-01-27 07:34:14.343836,0.52,0.78,0.23,0.35,5.05,A,1
U14,12,2026-01-27 07:35:14.343836,0.65,0.19,0.3,0.62,4.77,B,0
U14,13,2026-01-27 07:36:14.343836,0.28,0.28,0.96,0.01,5.25,B,0
U14,14,2026-01-27 07:37:14.343836,0.79,0.28,0.14,0.31,5.85,B,0
U14,15,2026-01-27 07:38:14.343836,0.34,0.83,0.94,0.19,4.98,A,1
U14,16,2026-01-27 07:39:14.343836,0.24,0.71,0.27,0.34,4.21,C,1
U14,17,2026-01-27 07:40:14.343836,0.5,0.25,0.47,0.66,4.66,C,0
U14,18,2026-01-27 07:41:14.343836,0.29,0.11,0.94,0.78,4.06,A,1
U14,19,2026-01-27 07:42:14.343836,0.66,0.41,0.4,0.88,4.77,A,1
U14,20,2026-01-27 07:43:14.343836,0.73,0.94,0.6,0.86,4.04,A,0
U14,21,2026-01-27 07:44:14.343836,0.73,0.53,0.29,0.49,5.36,A,0
U14,22,2026-01-27 07:45:14.343836,0.58,0.39,0.36,0.05,4.77,C,1
U14,23,2026-01-27 07:46:14.343836,0.66,0.93,0.82,0.57,5.08,A,0
U14,24,2026-01-27 07:47:14.343836,0.94,0.08,0.25,0.78,5.15,A,1
U14,25,2026-01-27 07:48:14.343836,0.46,0.12,0.98,0.21,4.98,C,0
U14,26,2026-01-27 07:49:14.343836,0.66,0.53,0.1,0.17,5.1,C,0
U14,27,2026-01-27 07:50:14.343836,0.56,0.25,0.42,0.79,4.02,A,1
U14,28,2026-01-27 07:51:14.343836,0.69,0.46,0.23,0.61,4.61,C,1
U14,29,2026-01-27 07:52:14.343836,0.69,0.9,0.75,0.08,5.64,A,1
U14,30,2026-01-27 07:53:14.343836,0.33,0.21,0.08,0.47,4.35,B,1
U14,31,2026-01-27 07:54:14.343836,0.57,0.18,0.14,0.58,4.88,C,1
U14,32,2026-01-27 07:55:14.343836,0.02,0.68,0.08,0.42,4.0,C,1
U14,33,2026-01-27 07:56:14.343836,0.48,0.41,0.16,0.66,4.31,A,0
U14,34,2026-01-27 07:57:14.343836,0.22,0.24,0.51,0.77,3.78,C,1
U14,35,2026-01-27 07:58:14.343836,0.08,0.35,0.55,0.4,4.03,A,1
U14,36,2026-01-27 07:59:14.343836,0.9,0.96,0.44,0.75,5.16,B,0
U14,37,2026-01-27 08:00:14.343836,0.28,0.22,0.29,0.56,3.86,B,1
U14,38,2026-01-27 08:01:14.343836,0.56,0.23,0.5,0.73,4.12,A,0
U14,39,2026-01-27 08:02:14.343836,0.84,0.05,0.46,0.38,4.96,B,1
U14,40,2026-01-27 08:03:14.343836,0.53,0.68,0.43,0.73,3.89,A,0
U15,1,2026-01-27 08:04:14.343836,0.01,0.94,0.24,0.11,3.33,C,1
U15,2,2026-01-27 08:05:14.343836,0.48,0.51,0.31,0.57,4.21,C,1
U15,3,2026-01-27 08:06:14.343836,0.56,0.83,0.71,0.7,3.1,B,1
U15,4,2026-01-27 08:07:14.343836,0.82,0.44,0.13,0.38,4.25,A,0
U15,5,2026-01-27 08:08:14.343836,0.99,0.03,0.6,0.66,4.17,C,0
U15,6,2026-01-27 08:09:14.343836,0.07,0.89,0.42,0.5,3.0,A,0
U15,7,2026-01-27 08:10:14.343836,0.16,0.17,0.42,0.76,2.32,B,1
U15,8,2026-01-27 08:11:14.343836,0.16,0.34,0.08,0.23,3.35,B,0
U15,9,2026-01-27 08:12:14.343836,0.97,0.14,0.23,0.87,4.07,C,1
U15,10,2026-01-27 08:13:14.343836,0.42,0.01,0.86,0.73,3.51,A,0
U15,11,2026-01-27 08:14:14.343836,0.79,0.31,0.04,0.59,4.3,C,0
U15,12,2026-01-27 08:15:14.343836,0.54,0.57,0.75,0.13,4.32,C,0
U15,13,2026-01-27 08:16:14.343836,0.05,0.43,0.83,0.81,2.08,A,0
U15,14,2026-01-27 08:17:14.343836,0.09,0.19,0.05,0.63,2.43,C,1
U15,15,2026-01-27 08:18:14.343836,0.21,0.75,0.05,0.49,2.38,B,1
U15,16,2026-01-27 08:19:14.343836,0.55,0.22,0.21,0.3,3.86,A,0
U15,17,2026-01-27 08:20:14.343836,0.15,0.27,0.36,0.41,3.0,A,1
U15,18,2026-01-27 08:21:14.343836,0.34,0.8,0.25,0.98,2.75,C,1
U15,19,2026-01-27 08:22:14.343836,0.3,0.23,0.41,0.24,4.1,B,0
U15,20,2026-01-27 08:23:14.343836,0.4,0.16,0.74,0.36,3.93,A,0
U15,21,2026-01-27 08:24:14.343836,0.99,0.03,0.44,0.5,5.19,C,0
U15,22,2026-01-27 08:25:14.343836,0.29,0.47,0.62,0.41,3.16,A,1
U15,23,2026-01-27 08:26:14.343836,0.5,0.64,0.02,0.43,3.57,C,1
U15,24,2026-01-27 08:27:14.343836,0.02,0.82,0.04,0.89,2.01,A,0
U15,25,2026-01-27 08:28:14.343836,0.65,0.78,0.79,0.6,3.59,B,1
U15,26,2026-01-27 08:29:14.343836,0.67,0.85,0.32,0.68,3.81,B,0
U15,27,2026-01-27 08:30:14.343836,0.77,0.01,0.0,0.38,4.71,A,1
U15,28,2026-01-27 08:31:14.343836,0.65,0.25,0.65,0.21,4.44,B,1
U15,29,2026-01-27 08:32:14.343836,0.04,0.73,0.34,0.48,2.76,A,1
U15,30,2026-01-27 08:33:14.343836,0.62,0.81,0.84,0.48,4.21,C,0
U15,31,2026-01-27 08:34:14.343836,0.55,0.17,0.3,0.66,3.65,A,0
U15,32,2026-01-27 08:35:14.343836,0.07,0.09,0.6,0.34,3.48,B,0
U15,33,2026-01-27 08:36:14.343836,0.14,0.71,0.29,0.53,3.21,A,0
U15,34,2026-01-27 08:37:14.343836,0.84,0.61,0.58,0.25,4.89,C,0
U15,35,2026-01-27 08:38:14.343836,0.92,0.33,0.13,0.44,4.69,C,0
U15,36,2026-01-27 08:39:14.343836,0.56,0.34,0.13,0.09,4.36,C,0
U15,37,2026-01-27 08:40:14.343836,0.5,0.32,0.89,0.64,3.1,A,0
U15,38,2026-01-27 08:41:14.343836,0.71,0.36,0.25,0.01,4.45,A,0
U15,39,2026-01-27 08:42:14.343836,0.96,0.57,0.51,0.09,4.4,C,0
U15,40,2026-01-27 08:43:14.343836,0.24,0.09,0.31,0.1,4.16,C,1
U16,1,2026-01-27 08:44:14.343836,0.4,0.09,0.07,0.89,3.12,A,1
U16,2,2026-01-27 08:45:14.343836,0.4,0.67,0.68,0.32,4.61,C,1
U16,3,2026-01-27 08:46:14.343836,0.74,0.67,0.12,0.57,5.36,C,0
U16,4,2026-01-27 08:47:14.343836,0.73,0.62,0.19,0.03,5.6,C,1
U16,5,2026-01-27 08:48:14.343836,0.62,0.85,0.2,0.13,6.5,C,0
U16,6,2026-01-27 08:49:14.343836,0.83,0.98,0.47,0.07,5.74,B,1
U16,7,2026-01-27 08:50:14.343836,0.82,0.04,0.5,0.69,4.7,A,0
U16,8,2026-01-27 08:51:14.343836,0.98,0.54,0.14,0.89,4.61,C,1
U16,9,2026-01-27 08:52:14.343836,0.47,0.19,0.7,0.56,4.81,A,1
U16,10,2026-01-27 08:53:14.343836,0.98,0.83,0.3,0.97,4.83,A,0
U16,11,2026-01-27 08:54:14.343836,0.68,0.31,0.37,0.55,4.7,A,0
U16,12,2026-01-27 08:55:14.343836,0.38,0.06,0.34,0.51,4.84,B,1
U16,13,2026-01-27 08:56:14.343836,0.5,0.11,0.11,0.94,3.96,B,0
U16,14,2026-01-27 08:57:14.343836,0.39,0.66,0.44,0.65,4.66,C,1
U16,15,2026-01-27 08:58:14.343836,0.41,0.73,0.14,0.2,4.74,B,0
U16,16,2026-01-27 08:59:14.343836,0.4,0.34,0.13,0.39,4.34,A,1
U16,17,2026-01-27 09:00:14.343836,0.62,0.7,0.21,0.04,5.3,C,1
